frame,time_sec,L_hip_x,L_hip_y,L_hip_visibility,L_knee_x,L_knee_y,L_knee_visibility,L_ankle_x,L_ankle_y,L_ankle_visibility,L_heel_x,L_heel_y,L_heel_visibility,R_hip_x,R_hip_y,R_hip_visibility,R_knee_x,R_knee_y,R_knee_visibility,R_ankle_x,R_ankle_y,R_ankle_visibility,R_heel_x,R_heel_y,R_heel_visibility,L_knee_angle,R_knee_angle,L_shank_len,R_shank_len
10,0.33420927723840343,568.449821472168,360.6350612640381,0.9999263882637024,734.5716857910156,367.00554370880127,0.09761833399534225,893.5310363769531,390.93059062957764,0.26604706048965454,924.3822479248047,413.0133247375488,0.38321900367736816,560.1166915893555,416.09644889831543,0.999941349029541,738.7850952148438,412.05978870391846,0.7253984212875366,912.7036285400391,423.49552631378174,0.7994375824928284,941.7500305175781,440.59428691864014,0.5066391825675964,173.63674886221642,174.94375724186668,160.7497527489991,174.29409722841652
11,0.3676302049622438,570.4688262939453,359.6376657485962,0.9999181032180786,734.8273468017578,365.72203159332275,0.09425462037324905,892.7484893798828,390.0552463531494,0.2562867999076843,922.8135681152344,412.6215076446533,0.3708748519420624,562.9863739013672,416.12975120544434,0.9999344944953918,740.2278137207031,412.1060085296631,0.6952758431434631,912.6900482177734,423.52612495422363,0.77787184715271,941.6218566894531,440.59205532073975,0.4796430170536041,173.36054922040117,174.91100701123256,159.7848322392596,172.8399299550685
12,0.40105113268608417,571.2381744384766,359.31777477264404,0.9999121427536011,734.7896575927734,364.81664657592773,0.0923454761505127,892.2841644287109,389.5412492752075,0.24831412732601166,922.0462036132812,412.1342468261719,0.36160051822662354,564.9866485595703,416.17833137512207,0.9999287128448486,740.4289245605469,412.2736358642578,0.6763920187950134,912.2944641113281,423.241810798645,0.7652552127838135,941.4244842529297,440.4343843460083,0.46115294098854065,173.00377403351985,175.0734484862116,159.4234162917493,172.21516932742153
13,0.4344720604099245,572.4287796020508,359.0830063819885,0.9999062418937683,734.8265075683594,364.33663845062256,0.08875667303800583,892.2663879394531,389.48206901550293,0.23784968256950378,921.9602203369141,411.79856300354004,0.3481830358505249,566.6638946533203,416.31338596343994,0.999922513961792,741.0423278808594,412.3818254470825,0.6522129774093628,913.7859344482422,423.3499574661255,0.7492873668670654,941.7777252197266,440.37636280059814,0.4418082535266876,172.77856923435738,175.07537559498016,159.4352803163639,173.09146001433433
14,0.46789298813376484,573.1534957885742,358.97292852401733,0.9999040961265564,734.9066925048828,364.10940170288086,0.08621236681938171,891.6378021240234,388.96953105926514,0.22837112843990326,920.5851745605469,411.38322830200195,0.33620980381965637,567.4578857421875,416.4529037475586,0.9999205470085144,741.4673614501953,412.3723840713501,0.635467529296875,913.6389923095703,423.3183717727661,0.7377158403396606,941.6295623779297,440.3796672821045,0.4242112338542938,172.80585003544292,175.01891900936138,158.69047467968338,172.51923115854777
15,0.5013139158576052,572.8372192382812,358.88201236724854,0.999904215335846,734.2497253417969,363.28362464904785,0.08292341977357864,891.3668823242188,388.7635803222656,0.2191292941570282,919.3803405761719,410.5859899520874,0.3236987292766571,567.1985626220703,416.48088455200195,0.9999185800552368,741.1643218994141,412.46941566467285,0.609538197517395,912.6557159423828,423.27064990997314,0.7222855687141418,940.8107757568359,439.979567527771,0.4041388928890228,172.35047214674415,175.07508963164938,159.1698123368503,171.83121047127213
16,0.5347348435814455,572.6776885986328,357.76614904403687,0.9998988509178162,734.185791015625,362.729115486145,0.07824844121932983,891.1082458496094,388.3247709274292,0.2052488923072815,917.9847717285156,409.5358085632324,0.3053421080112457,567.354621887207,416.5453004837036,0.9999091625213623,741.1297607421875,412.6220226287842,0.5715392231941223,911.4344024658203,422.90947437286377,0.6890080571174622,939.8833465576172,439.20494556427,0.3769693672657013,172.49613620286542,175.24984885245502,158.9962087868538,170.6150715968601
17,0.5681557713052858,572.8900146484375,357.0010757446289,0.9998915195465088,734.6247863769531,362.8003120422363,0.0718957856297493,891.0945892333984,388.3925771713257,0.18835395574569702,917.9048919677734,409.43538665771484,0.28229212760925293,569.1385650634766,416.56336784362793,0.9998982548713684,741.2779235839844,412.59095191955566,0.5258666276931763,910.64453125,422.8436851501465,0.6434958577156067,939.2740631103516,439.08053398132324,0.346843421459198,172.76447379060886,175.21381955139097,158.54893011424727,169.67665228602232
18,0.6015766990291262,572.9620361328125,356.8955898284912,0.999889612197876,734.6688842773438,362.63465881347656,0.06744857877492905,889.6099853515625,388.2692813873291,0.175628662109375,916.2728881835938,409.30488109588623,0.2649833858013153,570.6982421875,416.42505168914795,0.9998934864997864,741.7185974121094,412.57468700408936,0.49055159091949463,909.8490905761719,422.80858039855957,0.6117687821388245,938.8262176513672,439.0623378753662,0.3223705589771271,172.638261676177,175.22703144466536,157.04737717197042,168.4416673676684
19,0.6349976267529666,571.5583419799805,356.59923791885376,0.9998853802680969,733.3799743652344,362.34798431396484,0.06392908841371536,889.8905944824219,388.3051586151123,0.16597595810890198,916.3351440429688,409.2796468734741,0.2506943941116333,569.9564743041992,416.44972801208496,0.9998895525932312,739.9098968505859,412.3345756530762,0.46373194456100464,909.7438049316406,423.1104898452759,0.5878838300704956,938.4056091308594,439.31304931640625,0.30192887783050537,172.61783922641771,174.9824101880079,158.6485080521299,170.1754290747104
20,0.6684185544768069,569.8699951171875,355.4954767227173,0.9998734593391418,733.2830047607422,361.5977382659912,0.05916343256831169,889.9674224853516,388.2532739639282,0.15274588763713837,916.3832092285156,408.9803981781006,0.23107953369617462,568.9603805541992,416.3947534561157,0.9998776912689209,739.8518371582031,411.60462856292725,0.4281797409057617,909.7282409667969,422.610182762146,0.5468881130218506,938.1752777099609,438.8139867782593,0.27661409974098206,172.48371436478618,174.68764271890248,158.93559809257295,170.23253153898742
21,0.7018394822006473,569.866943359375,355.3550148010254,0.9998698234558105,733.0501556396484,361.222186088562,0.05566401407122612,889.4129943847656,388.4367370605469,0.14288392663002014,915.5743408203125,409.0088939666748,0.21836833655834198,568.7877655029297,416.0579538345337,0.9998750686645508,738.9076995849609,411.358380317688,0.40334552526474,909.2554473876953,421.82281494140625,0.5237777233123779,938.1120300292969,438.3953046798706,0.26023927330970764,172.18587348662808,174.90234986778182,158.71348123281237,170.6688594133624
22,0.7352604099244876,571.3370895385742,355.084433555603,0.9998577237129211,733.1910705566406,359.72843170166016,0.05069839209318161,889.7517395019531,388.4351062774658,0.13019129633903503,915.6098937988281,408.8976573944092,0.19995519518852234,569.7573852539062,414.3060636520386,0.9998616576194763,739.1453552246094,409.7851896286011,0.36773908138275146,909.2522430419922,421.5892696380615,0.48150017857551575,937.9003143310547,438.1024932861328,0.23763889074325562,171.25327576916763,174.50165614452314,159.1707140959195,170.51595112418488
23,0.7686813376483279,572.4037551879883,354.8429274559021,0.9998469948768616,733.7324523925781,358.94168615341187,0.04644838720560074,889.8351287841797,388.2755470275879,0.11904691904783249,915.6694793701172,408.4325408935547,0.1834697425365448,570.6752777099609,413.9617967605591,0.9998509883880615,739.8668670654297,407.73945808410645,0.3362024128437042,909.1987609863281,420.9454536437988,0.4443525969982147,937.8852844238281,438.0809497833252,0.21732890605926514,170.8127961112911,173.4343851461594,158.83488587337038,169.8460733062764
24,0.8021022653721683,572.8263092041016,355.0781035423279,0.9998413920402527,733.6798095703125,356.91726207733154,0.042191244661808014,889.5936584472656,388.19469451904297,0.10818315297365189,914.5542907714844,407.1795845031738,0.1678047925233841,570.9442138671875,412.4143981933594,0.9998438358306885,740.5487060546875,406.01035594940186,0.30596163868904114,909.3107604980469,420.72486877441406,0.4072496294975281,937.9331970214844,438.06228160858154,0.19866213202476501,169.31169941945495,172.85454638090607,159.02014354090866,169.40232556733346
25,0.8355231930960086,572.374267578125,355.4198384284973,0.9998335242271423,732.6866149902344,355.71237087249756,0.03829941898584366,889.5765686035156,388.1555128097534,0.0982569232583046,914.4982147216797,406.3214921951294,0.15364684164524078,570.2961349487305,408.16466331481934,0.9998356103897095,740.5400848388672,403.43170166015625,0.2789103090763092,909.6926879882812,419.83866691589355,0.3742726743221283,938.5752105712891,437.15693950653076,0.18274639546871185,168.42108262425396,172.86745033706234,160.20928501038406,169.94643762411184
26,0.868944120819849,572.3641204833984,360.04072666168213,0.9998273849487305,732.2721862792969,355.8351945877075,0.035128429532051086,891.1251831054688,392.1530342102051,0.08980569243431091,916.6579437255859,407.80314445495605,0.14273959398269653,570.3718185424805,400.5645275115967,0.9998270273208618,740.9757232666016,398.5698652267456,0.2587483823299408,910.3664398193359,417.0691251754761,0.34839266538619995,939.6672821044922,434.8469352722168,0.17222557961940765,165.6155425585373,173.09753571209328,162.95171087012625,170.3978798955536
27,0.9023650485436893,572.3458099365234,363.2563304901123,0.9998278617858887,732.1021270751953,356.1071705818176,0.03269658237695694,891.1393737792969,392.3039245605469,0.08306019753217697,916.6559600830078,408.17487716674805,0.13463972508907318,570.3037643432617,396.68811321258545,0.9998272657394409,741.4049530029297,395.4978132247925,0.24588876962661743,910.6352996826172,416.97999000549316,0.33093035221099854,939.8851776123047,434.89620208740234,0.16513103246688843,164.61564725288386,172.36695739114677,163.1044169782594,170.58837638175848
28,0.9357859762675297,572.0241165161133,366.0162162780762,0.9998339414596558,731.9935607910156,360.21037101745605,0.03275540471076965,891.1334228515625,394.0472745895386,0.08193343132734299,916.6606140136719,410.1243495941162,0.1371828019618988,569.7320556640625,395.33851146698,0.9998324513435364,741.6593170166016,394.04667377471924,0.25118643045425415,910.6792449951172,416.52032375335693,0.33932194113731384,940.0637054443359,434.92783069610596,0.17357991635799408,165.9177705221053,171.99561669240583,162.69736242482944,170.50748076616736
29,0.96920690399137,569.67041015625,369.87666606903076,0.9998406171798706,730.6112670898438,363.9071846008301,0.033004872500896454,890.7431030273438,394.40038204193115,0.08132070302963257,916.4988708496094,411.0502052307129,0.1466943621635437,565.9564971923828,394.3443775177002,0.999840259552002,740.4896545410156,394.03289794921875,0.27417922019958496,910.7096862792969,416.55014991760254,0.3697347939014435,940.1872253417969,435.20875453948975,0.206676185131073,167.0943079049193,172.3622290141097,163.0093247973759,171.70289992073273
30,1.0026278317152104,569.6419525146484,374.3247985839844,0.9998495578765869,729.0924835205078,370.13068199157715,0.039581120014190674,890.2702331542969,396.6216802597046,0.08741628378629684,916.5629577636719,413.2584571838379,0.16539011895656586,564.2633819580078,395.3070545196533,0.9998494386672974,739.2954254150391,394.49479579925537,0.32168856263160706,910.7004547119141,416.6043519973755,0.4111926853656769,940.7759094238281,436.1495876312256,0.2509630024433136,169.1596416017413,172.38410860820883,163.3402582532987,172.82510391589645
31,1.0360487594390506,569.5236206054688,383.53657722473145,0.9998617768287659,728.6949920654297,376.38516426086426,0.07634278386831284,888.8961791992188,396.44092082977295,0.14397844672203064,916.2112426757812,413.1438732147217,0.22730708122253418,564.0053558349609,399.81616973876953,0.9998619556427002,738.359375,397.17052459716797,0.38693633675575256,910.7421875,417.28983879089355,0.468300998210907,941.5702819824219,437.3120355606079,0.3193418085575104,170.2916924198402,172.47361768724588,161.45170711586368,173.55293385315042
32,1.069469687162891,569.2391967773438,398.4197473526001,0.9998730421066284,728.6738586425781,383.54567527770996,0.09164444357156754,888.9041900634766,396.26792907714844,0.1715857982635498,916.3603210449219,413.7320280075073,0.27035295963287354,564.1007232666016,405.609655380249,0.9998741745948792,738.8251495361328,402.09866523742676,0.44431036710739136,911.5052032470703,418.3257722854614,0.518105149269104,943.4230804443359,440.2245283126831,0.3810262382030487,170.13040702285903,173.48038886466293,160.73460999109147,173.4408255076083
33,1.1028906148867315,567.0405197143555,410.01912117004395,0.9998833537101746,728.85009765625,390.2835988998413,0.11737427115440369,889.1410827636719,396.1202573776245,0.22309143841266632,916.6107177734375,412.71021366119385,0.3278467059135437,564.1295623779297,410.31686782836914,0.9998858571052551,740.4997253417969,405.7828187942505,0.49866533279418945,913.7503051757812,418.6366081237793,0.5657331347465515,945.0486755371094,440.56381702423096,0.4418712854385376,170.96073525849474,174.28428012344213,160.39721471675878,173.72674898512233
34,1.1363115426105717,561.9083786010742,417.6274538040161,0.9998916387557983,728.7477111816406,399.4699716567993,0.12269715964794159,889.1793060302734,396.12879753112793,0.2329237014055252,917.7520751953125,412.30157375335693,0.3438662588596344,562.1155548095703,411.81761741638184,0.9998958706855774,740.4262542724609,409.268274307251,0.5413057804107666,913.9990997314453,418.7614917755127,0.6021780371665955,945.4466247558594,440.50575256347656,0.48286303877830505,174.9819017629173,176.05032842757998,160.46638299099885,173.8322578195088
35,1.169732470334412,551.9388961791992,423.61281394958496,0.9998983144760132,725.2680206298828,403.49809169769287,0.1253862977027893,888.81103515625,396.6847229003906,0.23422327637672424,918.0881500244141,412.73094177246094,0.35259756445884705,555.628776550293,411.696252822876,0.999904990196228,738.4449005126953,409.4849967956543,0.5805808901786804,914.1268920898438,418.01154613494873,0.6350973844528198,945.5699920654297,439.5821285247803,0.5211547613143921,175.76609640065342,176.528398666443,163.6848789434736,175.88878363371745
36,1.2031533980582525,547.5753021240234,425.649619102478,0.9999057650566101,724.3067932128906,403.90162467956543,0.1450597494840622,890.1850128173828,397.3351049423218,0.2562013268470764,920.0198364257812,414.93125438690186,0.3843224048614502,553.4184646606445,410.6560707092285,0.9999135136604309,737.7188110351562,409.92865562438965,0.6212453842163086,915.0199890136719,420.2579069137573,0.6698503494262695,947.6119995117188,444.85698223114014,0.565274178981781,175.2515888802793,176.4396788936915,166.00814112752346,177.60180501551267
37,1.2365743257820927,549.5647048950195,424.3592405319214,0.999911904335022,723.5908508300781,402.514386177063,0.1511087417602539,890.107421875,397.1279525756836,0.2618762254714966,919.9076080322266,413.5695505142212,0.39642536640167236,554.1570281982422,404.7123384475708,0.9999213814735413,737.7349090576172,409.64537143707275,0.6567851901054382,916.9470977783203,420.2419424057007,0.7000566124916077,949.0045166015625,444.5414686203003,0.6024550199508667,174.69803849716195,178.15537832129368,166.60366772523523,179.52519573129027
38,1.2699952535059331,550.666618347168,425.90063095092773,0.9999168515205383,724.44580078125,403.94123554229736,0.16877728700637817,891.8743133544922,396.51658058166504,0.28291773796081543,921.2983703613281,412.0495319366455,0.4210200905799866,558.952751159668,398.7935400009155,0.9999284744262695,742.5782775878906,409.1218042373657,0.6898893713951111,917.8166198730469,420.03878116607666,0.728274941444397,949.3016052246094,444.2677116394043,0.637994647026062,175.33719022046756,179.65448712638045,167.59305571464697,175.57806523626917
39,1.3034161812297735,551.3337326049805,426.03302478790283,0.9999218583106995,727.9297637939453,402.60849952697754,0.1987275928258896,892.0878601074219,396.21557235717773,0.31092318892478943,921.2120819091797,410.53595066070557,0.45075809955596924,564.1652679443359,394.4535970687866,0.99993497133255,748.2306671142578,409.09099102020264,0.7201769948005676,917.7430725097656,419.86454486846924,0.7542399168014526,949.1463470458984,444.1018867492676,0.6714702248573303,174.67431132915064,179.08985512666618,164.28253133873673,169.8544230966403
40,1.3368371089536137,551.697998046875,425.21647453308105,0.9999268054962158,727.1604919433594,401.2130641937256,0.23141254484653473,889.7370910644531,395.7476234436035,0.3397478461265564,919.4913482666016,409.59683418273926,0.47878509759902954,566.5079498291016,392.7874946594238,0.9999408721923828,747.6753234863281,407.92030334472656,0.7475446462631226,917.8108215332031,419.85536098480225,0.7775371074676514,949.0287017822266,443.6087465286255,0.7012640833854675,174.13566825108742,179.23794282916464,162.66844077562777,170.55360827766188
41,1.3702580366774542,552.380485534668,425.6593608856201,0.9999316930770874,727.6287841796875,402.8714418411255,0.2664724886417389,889.2559051513672,395.72526454925537,0.3717077374458313,919.4341278076172,409.49315071105957,0.506899356842041,566.7847442626953,389.4252061843872,0.9999462962150574,747.8782653808594,406.9084882736206,0.7723314762115479,918.2252502441406,420.4126167297363,0.7986567616462708,948.9593505859375,443.482403755188,0.7281668186187744,175.12289976702843,179.0181934265933,161.7850242868011,170.8814113277692
42,1.4036789644012946,553.2756805419922,424.3518590927124,0.9999358057975769,729.9227142333984,405.48781871795654,0.3048747777938843,890.5832672119141,396.7324447631836,0.4068385064601898,920.5502319335938,409.90041732788086,0.5346572399139404,566.8933868408203,388.53715896606445,0.9999510645866394,748.0972290039062,406.9034242630005,0.7946736812591553,918.2491302490234,420.47261238098145,0.8178413510322571,948.9250183105469,442.93720722198486,0.7526291608810425,177.02382699066874,178.77198609863774,160.898942993577,170.6920981284994
43,1.4370998921251348,553.8683319091797,423.3721876144409,0.9999399781227112,730.3123474121094,404.47540283203125,0.33934226632118225,890.6190490722656,396.69034481048584,0.43723729252815247,920.5226135253906,409.8369884490967,0.5576599836349487,566.8400955200195,388.97648334503174,0.999955415725708,747.8498840332031,406.9896411895752,0.814728319644928,918.2106018066406,420.52419662475586,0.8348554372787476,948.2334136962891,442.91399002075195,0.7737166285514832,176.66734314528279,178.8593370934425,160.495625253641,170.8975083232895
44,1.4705208198489752,552.9672241210938,423.01225662231445,0.9999440312385559,730.2691650390625,404.5989990234375,0.38089802861213684,890.4777526855469,396.65584087371826,0.4730693995952606,920.4898071289062,409.79008197784424,0.5868372321128845,564.5059967041016,386.75771713256836,0.999959409236908,747.6544952392578,406.501522064209,0.8330345749855042,917.8927612304688,420.5296468734741,0.8507478833198547,947.4603271484375,442.5299835205078,0.794504702091217,176.90934855059342,178.55784677092703,160.40537808026485,170.81526715536467
45,1.5039417475728156,553.348503112793,422.507700920105,0.9999473690986633,729.8982238769531,404.2524576187134,0.41091442108154297,890.3857421875,396.5537452697754,0.5051651000976562,920.4846954345703,409.8188352584839,0.6136804223060608,564.4266891479492,386.4073133468628,0.9999629259109497,747.0484924316406,406.33715629577637,0.8494042754173279,917.3760986328125,420.3506898880005,0.8650710582733154,946.9274139404297,442.00804710388184,0.8132258653640747,176.84301305071048,178.47521626299877,160.67206883995055,170.90310868431234
46,1.5373626752966558,553.5689163208008,422.3353958129883,0.9999490976333618,728.6865997314453,403.92797470092773,0.4320448040962219,890.4067993164062,396.5369653701782,0.5239205360412598,920.5281829833984,409.7938585281372,0.629920244216919,564.3886184692383,386.32667541503906,0.9999657869338989,745.9553527832031,405.7595157623291,0.8638557195663452,916.9483184814453,420.04436016082764,0.8771470785140991,946.4381408691406,441.0885429382324,0.8283505439758301,176.61615057597638,178.6663979965197,161.88900510141764,171.58861004673224
47,1.5707836030204962,555.1301956176758,422.1715450286865,0.999950110912323,728.6933135986328,403.9757823944092,0.4506681561470032,890.703125,396.50100231170654,0.5462716221809387,920.7469177246094,409.67785835266113,0.6504513621330261,566.3858795166016,386.35457038879395,0.9999684691429138,745.9977722167969,405.96091747283936,0.8771075010299683,916.99951171875,420.09143829345703,0.8887929916381836,946.4048004150391,440.93039989471436,0.843859851360321,176.65679790826306,178.4941208938964,162.18215477539854,171.58457544708307
48,1.6042045307443367,555.1667404174805,423.6789035797119,0.999951958656311,728.0727386474609,404.12899017333984,0.47189587354660034,890.7434844970703,396.473708152771,0.567080020904541,920.7395935058594,409.6959686279297,0.6704372763633728,566.3185882568359,386.17900371551514,0.9999710321426392,745.9432220458984,405.95808506011963,0.8891128897666931,916.7860412597656,419.81523513793945,0.899255633354187,946.1172485351562,440.5776786804199,0.857876718044281,176.2435010358454,178.35342036024275,162.8507749385389,171.40387826773735
49,1.6376254584681769,556.5793609619141,423.9362668991089,0.9999531507492065,728.0610656738281,404.0487813949585,0.48737820982933044,890.7440948486328,396.45448207855225,0.580348014831543,920.5847930908203,409.7765636444092,0.6859971880912781,567.8715896606445,387.032675743103,0.9999732375144958,745.9558868408203,406.56010150909424,0.8998119235038757,916.2106323242188,419.26433086395264,0.9084892272949219,945.4730987548828,440.04509925842285,0.8702902793884277,176.05742680685245,178.00980451513362,162.86018962164303,170.72807561475537
50,1.6710463861920173,557.6923751831055,424.6351432800293,0.9999533295631409,726.7071533203125,403.959002494812,0.48081186413764954,890.3187561035156,396.74012660980225,0.5814849138259888,919.9412536621094,410.1055097579956,0.6942927241325378,569.4860076904297,389.2042350769043,0.9999750852584839,745.1492309570312,407.4597358703613,0.9091019034385681,915.1528167724609,418.4649896621704,0.9163907766342163,944.9418640136719,439.73477840423584,0.8807713389396667,175.55183844599588,177.77083005444288,163.7707810762708,170.3594282718931
51,1.7044673139158575,558.3744049072266,424.7068977355957,0.9999517798423767,726.9073486328125,405.62862396240234,0.4746316373348236,890.3556060791016,398.3994483947754,0.5865474343299866,919.9510955810547,411.8931484222412,0.7069491147994995,569.3560791015625,390.5389881134033,0.999976634979248,745.2342987060547,407.48913288116455,0.9175330400466919,915.0982666015625,417.19757080078125,0.9239142537117004,944.9292755126953,439.0045738220215,0.8912400007247925,176.0739873322208,177.76629412846833,163.6080494401665,170.14118065901965
52,1.737888241639698,560.7584762573242,424.23478603363037,0.9999510049819946,727.7751922607422,405.5543375015259,0.45493143796920776,891.0832214355469,398.3632707595825,0.5782855749130249,920.1350402832031,411.807918548584,0.708763837814331,569.7771453857422,394.0119981765747,0.9999780654907227,745.3191375732422,408.589825630188,0.9248558878898621,916.5133666992188,417.69371509552,0.9304274916648865,945.3996276855469,439.4469881057739,0.8999895453453064,176.13943836137264,178.29683226367902,163.46627735972316,171.4361248087297
53,1.7713091693635383,561.5386962890625,424.04707431793213,0.9999508857727051,728.3015441894531,405.50511360168457,0.4444030523300171,891.1132049560547,397.65503883361816,0.5790218710899353,920.1277160644531,411.50588035583496,0.7151793837547302,569.8244476318359,397.43226528167725,0.9999794363975525,745.2269744873047,409.6675157546997,0.931698739528656,917.626953125,418.9780855178833,0.9366461634635925,945.5998229980469,440.74564933776855,0.9083943367004395,176.41589639014765,179.10107258939513,163.0007992478662,172.6512071883452
54,1.8047300970873785,565.2219772338867,419.7348117828369,0.999951183795929,729.7883605957031,405.39576530456543,0.43899691104888916,891.5093231201172,397.0792865753174,0.5823255181312561,920.1709747314453,411.4071321487427,0.7223492860794067,571.1606597900391,400.59825897216797,0.9999807476997375,745.3946685791016,411.1719560623169,0.9378937482833862,918.7028503417969,420.42137145996094,0.942393958568573,946.0482788085938,442.34394550323486,0.9162046909332275,177.964098511101,179.58212728164025,161.93465823682394,173.55482577874236
55,1.838151024811219,565.5136871337891,419.1623640060425,0.999950110912323,730.8495330810547,407.8118133544922,0.4251014292240143,892.3677062988281,398.0134677886963,0.5728375315666199,920.7261657714844,412.18711853027344,0.7223175168037415,570.8037567138672,400.5650854110718,0.9999815225601196,745.3799438476562,411.63926124572754,0.9429901838302612,919.0769958496094,420.20310401916504,0.9470190405845642,946.1095428466797,440.8080053329468,0.9226609468460083,179.54426096999586,179.19291366490043,161.8151039162705,173.90803683906435
